2.012817,0.494398,1.727618,0.485124,1.528670,0.131451,1.279805,0.539344,0.574937,-0.443771,0.328777,0.107900,
1.866119,0.580846,1.732176,1.120340,1.699714,-0.007268,1.377167,-0.212085,0.168342,-0.685161,0.429913,0.084699,
2.031791,0.273975,1.504881,0.436458,0.980178,-0.429023,1.363262,-0.340207,0.187438,-0.652375,0.382865,0.110067,
2.198110,-0.113013,1.495922,-0.471128,1.034275,-0.097270,1.361185,0.242934,0.401654,-0.125004,0.462023,0.143980,
2.124453,-0.017425,1.402893,-0.847702,1.642275,0.003199,1.220331,0.662809,0.358345,0.136326,0.421234,0.065905,
2.061315,0.338612,0.711336,-0.895997,1.652076,0.074702,1.020587,0.724481,0.151175,-0.408472,0.296724,0.010405,
1.905557,0.031713,0.876027,-0.201377,1.246266,0.507187,1.349170,0.202740,0.336788,-0.452537,0.177454,0.039619,
1.595167,-0.417748,1.263504,0.084963,0.602072,-0.207168,1.579778,0.596226,0.897059,-0.368174,0.357908,0.144023,
1.462873,-0.109638,0.970288,0.383475,0.470679,-0.201964,1.496352,0.569240,1.321729,-0.754093,0.543925,0.128604,
1.585085,0.118829,0.943890,0.398951,1.461734,0.131206,1.640302,0.261902,0.899239,-0.623166,0.463983,0.085171,
1.926926,-0.271214,1.638875,0.470542,1.958747,0.159938,2.100423,0.240292,0.056296,-0.006515,0.463321,0.096804,
1.930737,0.145602,1.926188,0.280063,1.839951,-0.180087,0.976152,0.102205,0.444534,0.275784,0.605758,0.044500,
2.058431,-0.160669,1.668437,-0.411733,2.062107,0.835939,2.005276,0.509412,0.285847,0.049754,0.530112,0.090494,
2.122454,-0.446837,1.676827,-0.122405,1.941092,1.171768,2.695613,0.596385,0.569318,0.031291,0.610794,0.085021,
1.983584,-0.153006,1.871024,0.022939,1.993409,0.961926,2.534465,0.116264,0.641245,0.274230,0.648067,0.069191,
2.022179,0.761597,1.809743,-0.025853,2.786296,1.442939,3.058237,0.509229,0.343447,0.357939,0.722042,0.070239,
2.034189,1.126350,2.321696,0.812597,2.855996,1.140880,3.539877,0.503955,0.668638,0.618507,0.728956,0.086597,
2.539800,1.145987,3.085432,1.776179,2.910114,1.188302,3.055815,0.975298,0.649147,0.384689,0.491104,0.151544,
3.030829,2.212234,3.493909,2.630292,3.659789,2.594236,2.756608,1.275775,0.431166,0.021258,0.364744,0.132711,
3.343576,2.457601,3.686373,3.378513,4.107358,1.709051,2.434508,1.157342,0.413393,0.068834,0.373987,0.097934,
3.809225,2.123871,3.305218,4.211876,4.401700,0.562907,2.894866,1.048623,0.201613,0.064469,0.313124,0.139797,
4.465893,1.104419,2.771575,4.630759,5.062177,0.242605,2.672310,0.847461,0.398837,0.464332,0.175601,0.129487,
4.514951,1.044588,2.566530,4.260985,4.752629,0.782548,2.336641,0.789985,0.734907,0.464119,0.050203,0.082210,
4.324193,1.599204,1.975835,3.960673,4.687860,1.435038,2.377971,0.632925,0.761115,0.432120,0.044343,0.061357,
4.363043,1.097582,2.228274,4.480653,4.812349,1.117570,2.345940,0.441451,0.753307,0.518652,0.075793,0.046210,
4.563243,1.247858,2.565478,4.932707,4.634695,0.817117,2.026796,0.276256,0.974179,0.445915,0.096743,0.026119,
4.586859,1.156051,2.271495,5.274742,4.479127,0.497943,2.200928,0.514332,0.911079,0.401845,0.120920,0.023912,
4.225882,1.235499,2.586343,5.110225,3.912873,0.704073,1.793701,0.540793,0.699003,0.350115,0.169687,0.016782,
4.591222,0.879037,2.367362,4.644513,4.159438,0.372801,2.358693,0.454896,0.618416,0.351816,0.135996,0.054284,
4.598923,1.123478,1.756679,4.482198,4.558619,0.263256,2.365313,0.624957,0.450063,0.341695,0.162945,0.083948,
4.711792,0.522285,1.888441,4.477770,4.869203,0.466360,2.109376,0.740213,0.448979,0.434770,0.127508,0.074921,
4.529542,0.383555,2.190790,4.632002,4.584249,0.657216,1.921332,0.665992,0.503207,0.484455,0.111530,0.033342,
4.446704,0.367941,1.887477,4.911088,4.674484,0.444663,1.706819,1.135620,0.295736,0.534306,0.146957,0.027861,
4.588492,0.659558,2.008250,4.795138,4.853184,0.302279,1.863250,1.055003,0.293207,0.543886,0.128249,0.037994,
4.884654,0.555714,1.744602,4.461081,4.976165,-0.178579,2.175872,1.072077,0.150052,0.513786,0.118516,0.072263,
4.743645,1.084012,1.577906,4.564309,4.739106,-0.113230,2.017234,0.480160,0.298418,0.387930,0.179681,0.074171,
4.916407,1.054586,1.592262,4.725762,4.415045,0.385089,1.589787,0.058289,0.518081,0.226272,0.169030,0.024512,
5.212858,0.731772,1.396878,4.768564,4.611551,0.024061,2.067866,0.060807,0.470564,0.269970,0.080178,0.001060,
5.129893,0.785739,1.629105,4.626632,4.618542,-0.105893,1.488592,0.363882,0.108152,0.327254,0.004783,-0.034386,
5.447960,0.237978,1.623225,4.248085,4.865343,-0.183914,1.497640,0.458074,-0.189207,0.279104,-0.058453,-0.043494,
6.010063,-0.130244,1.940278,3.777408,5.127312,-0.960474,1.635828,0.441126,-0.423108,0.380156,-0.226434,-0.030328,
6.194687,-0.206133,1.311267,3.920574,4.794585,-1.252528,1.294696,0.474758,-0.122772,0.125021,-0.276854,-0.038814,
5.558936,-0.087584,1.515987,4.224329,4.351905,-1.157100,0.503667,0.401516,-0.208606,0.032070,-0.216702,-0.084555,
5.623432,-0.841368,2.154653,3.688962,4.576569,-1.925983,0.253664,0.140999,-0.670301,0.225470,-0.324692,-0.068987,
5.192041,-0.297809,1.814321,3.151844,3.289013,-1.120983,-0.120787,-0.925450,-0.190921,-0.000020,-0.392877,-0.078741,
4.744107,0.167136,1.511494,2.658537,3.147482,-1.344156,-0.626474,-1.176796,-0.078897,-0.054614,-0.454797,-0.074497,
4.482935,0.295130,1.775715,1.475511,2.423316,-0.543304,-1.281307,-1.127206,0.330680,-0.162831,-0.528309,-0.063795,
4.286393,0.353922,1.593555,1.555242,2.394855,-0.746606,-1.388235,-1.134843,0.223960,-0.223706,-0.552816,-0.069895,
4.106528,0.355143,1.566809,1.235054,2.468149,-1.168344,-1.076755,-1.175343,0.169583,-0.247330,-0.555988,-0.021235,
4.292225,0.387391,1.564593,1.537602,2.313251,-1.849144,-1.172340,-1.206308,0.132351,-0.159588,-0.475109,-0.006404,
4.487515,0.421564,1.048405,1.865089,2.113070,-2.080707,-1.309717,-1.249909,0.154013,-0.199042,-0.313699,0.016197,
4.542425,0.608505,1.091997,2.206735,2.534494,-2.340197,-2.152564,-0.868650,0.023101,-0.180702,-0.236623,0.010933,
4.414603,0.331422,1.208621,2.298955,2.913152,-2.508468,-2.312242,-0.289002,-0.179073,-0.079675,-0.301680,-0.025523,
4.882092,0.100232,1.155721,1.501317,3.097479,-2.659823,-1.932972,-0.099372,-0.254498,0.085618,-0.266554,0.011563,
5.101822,-0.310898,1.556854,0.764020,3.424924,-2.562428,-2.139985,-0.210490,-0.269500,0.159080,-0.255238,0.045807,
4.422877,-0.313540,1.793163,0.608765,2.834930,-1.811397,-2.148975,0.158378,0.146460,-0.066279,-0.142718,0.022530,
4.274411,0.023706,1.262818,0.745543,2.669260,-1.854100,-1.909936,0.127212,0.310854,-0.104242,-0.120198,0.032021,
4.254163,-0.029545,1.265780,0.922130,2.026239,-1.598356,-1.729929,0.364851,0.626798,-0.115899,-0.044163,0.050931,
4.658071,0.094686,0.705492,0.845365,2.008255,-1.472891,-1.634156,0.533450,0.580039,-0.154919,-0.020882,0.062099,
4.608205,0.095474,0.561568,0.999964,2.310130,-1.593587,-1.367888,0.767024,0.656516,-0.166644,-0.071129,0.070383,
4.598001,0.446872,0.512041,0.542968,2.395002,-2.201156,-0.722736,1.000548,0.731368,0.024498,-0.139937,0.082085,
4.760348,0.188897,0.535548,0.312373,2.406444,-2.181689,-0.670364,1.224702,0.639063,0.073656,-0.099987,0.087478,
5.098766,0.241746,0.382447,0.657169,1.876239,-1.830942,-0.830612,1.758571,0.696710,0.019540,-0.040790,0.062020,
4.935208,0.438889,0.334467,0.445604,2.182511,-2.476861,-0.378775,1.864839,0.793333,0.216394,-0.134865,0.076447,
5.075953,0.521082,-0.381766,0.446791,2.705877,-2.645422,0.009310,2.006898,0.746596,0.516767,-0.152082,0.101995,
5.038235,0.529997,-0.291073,0.025178,2.618502,-2.488651,0.386338,2.131745,0.735779,0.539054,-0.080219,0.116978,
4.760745,0.631154,-0.814491,0.379593,2.651043,-2.113283,0.890391,2.010297,0.710652,0.513970,0.059795,0.158129,
4.737890,0.539318,-0.897391,0.102753,3.642532,-1.838976,0.593007,1.828015,1.184973,0.989559,-0.041913,0.082974,
4.424176,0.835356,-0.715954,-0.790787,4.474435,-1.464746,0.301725,1.662869,1.538745,1.122287,-0.000511,0.031721,
4.346042,1.402713,-0.372578,-1.382608,4.279380,-0.811593,1.064619,1.597037,1.276705,1.227899,0.233494,0.069268,
4.490522,0.979385,0.313520,0.125028,2.728338,-0.637924,2.426693,1.648365,0.195097,1.431441,0.548036,0.134079,
5.093224,1.287427,0.232042,1.232229,1.896814,0.207171,3.264806,1.256138,-0.133492,1.087586,0.597236,0.089973,
5.062710,1.159991,-0.010451,1.531256,1.771905,0.574527,3.330789,1.163524,0.127118,0.826060,0.570226,0.076696,
5.136432,1.140644,-0.139539,1.113817,2.101886,0.273907,3.207003,1.313813,0.537303,0.638321,0.469726,0.126002,
4.910198,1.529447,-0.253002,0.944668,2.389178,-0.097807,3.513844,0.844866,0.575042,0.942274,0.514156,0.153922,
4.934053,1.815210,-0.683756,1.561926,1.969274,-0.254999,3.813320,0.854452,0.239817,1.045250,0.691956,0.155570,
4.787195,1.829596,-0.614017,1.394063,1.691537,0.025069,3.921880,1.067635,0.121709,1.028894,0.650222,0.143750,
4.663423,1.748611,-0.443348,1.396709,1.882075,-0.320100,3.866412,1.097685,0.171222,1.038695,0.606945,0.154310,
4.750405,1.866646,-0.407645,1.306882,2.100819,-0.218470,3.890119,0.989178,-0.143240,1.314108,0.583757,0.165584,
4.586977,2.003780,-0.065887,0.868403,1.973990,-0.257661,3.759315,1.039852,-0.238190,1.544941,0.551020,0.177065,
4.266293,1.981860,0.008399,0.786927,2.069855,-0.271431,3.770309,1.068624,-0.184790,1.555045,0.474965,0.172963,
4.263453,2.096228,-0.065802,0.974479,1.889920,-0.472125,3.885066,1.411693,-0.327932,1.491725,0.459431,0.196693,
4.632065,2.298051,-0.015501,1.002794,1.885064,-0.242969,4.058328,1.149810,-0.165869,1.322763,0.399955,0.171598,
